num_opportunities,EMP_2016,T2&T3,Marginal,,Gains over Base,ERP,,
834,971616.0308,971616.0308,-1.59E-05,971616.0308,-1.59E-05,2294.860574,4.85E+02,
835,921653.9714,921653.9714,-3.46E-05,921653.9714,-3.46E-05,0.000103572,2.08E-05,
836,1414478.691,1414478.691,0.00025928,1414478.691,0.00025928,0.000103572,3.19E-05,
837,1182590.737,1180346.906,2243.830865,1178496.353,4094.383865,0.000103572,2.67E-05,
894,1377564.187,1377564.187,-0.00046644,1377564.187,-0.00046644,709.7370257,2.13E+02,
895,1467616.669,1467284.923,331.7460184,1467284.923,331.7460184,1375.137474,4.39E+02,
896,1533356.333,1533356.333,0.00035173,1531125.306,2231.027352,821.0942867,2.74E+02,
897,982613.3034,982613.3034,-4.42E-05,982613.3034,-4.42E-05,2249.700801,4.81E+02,
898,1170011.639,1170011.639,0.00011948,1170011.639,0.00011948,2072.697091,5.28E+02,
899,910148.9382,910148.9382,-4.39E-05,910148.9382,-4.39E-05,2007.732993,3.98E+02,
900,922765.0808,921892.3378,872.7430188,921892.3378,872.7430188,3426.868306,6.89E+02,
901,1014930.279,1013672.794,1257.484714,1013672.794,1257.484714,3867.484846,8.55E+02,
902,1031258.1,1030705.001,553.099103,1030705.001,553.099103,4432.223998,9.95E+02,
903,1032428.859,1031875.76,553.0988955,1031875.76,553.0988955,1940.63233,4.36E+02,
904,1340484.259,1340484.259,-0.00041691,1337769.457,2714.801583,1077.638069,3.15E+02,
905,938368.7215,938368.7215,1.33E-05,938368.7215,1.33E-05,3202.235833,6.54E+02,
906,948332.641,948332.641,-2.44E-05,948332.641,-2.44E-05,3502.39646,7.23E+02,
907,847171.7857,847171.7857,-2.87E-05,847171.7857,-2.87E-05,2073.823067,3.83E+02,
910,1410077.631,1410077.631,-0.00020993,1404221.448,5856.18279,1464.865842,4.50E+02,
911,1087208.149,1085209.325,1998.823778,1085209.325,1998.823778,1984.549784,4.70E+02,
912,952234.2344,951361.4914,872.7429725,951361.4914,872.7429725,1535.249618,3.18E+02,
913,1506570.625,1506570.625,0.00038328,1503592.911,2977.714383,1357.359678,4.45E+02,
914,1080450.393,1078164.527,2285.865578,1078164.527,2285.865578,1644.215383,3.87E+02,
915,1437621.039,1437621.039,-0.00048057,1437621.039,-0.00048057,1772.596615,5.55E+02,
916,1087503.528,1086950.43,553.0982255,1086950.43,553.0982255,2000.775477,4.74E+02,
917,1381109.795,1381109.795,0.00012507,1381109.795,0.00012507,2571.714882,7.73E+02,
918,1238590.6,1238590.6,-0.00023866,1238590.6,-0.00023866,603.2709014,1.63E+02,
919,1064612.192,1064059.093,553.0986336,1064059.093,553.0986336,1401.77238,3.25E+02,
920,1132520.582,1131263.098,1257.484132,1131263.098,1257.484132,1894.780677,4.67E+02,
921,1302510.075,1302510.075,0.00036261,1302510.075,0.00036261,1658.818525,4.70E+02,
922,1125036.011,1125036.011,0.00048281,1125036.011,0.00048281,1442.92534,3.53E+02,
924,1053112.876,1053112.876,0.00042386,1053112.876,0.00042386,891.8814497,2.05E+02,
925,801252.9928,801252.9928,2.18E-05,801252.9928,2.18E-05,3364.552475,5.87E+02,
926,856359.6378,856359.6378,1.34E-06,856359.6378,1.34E-06,0.000109993,2.05E-05,
927,988816.9335,988816.9335,-2.91E-05,988816.9335,-2.91E-05,1187.300873,2.56E+02,
928,955232.7792,955232.7792,-3.15E-05,955232.7792,-3.15E-05,1268.831299,2.64E+02,
931,953439.7848,953439.7848,4.44E-05,953439.7848,4.44E-05,2445.307034,5.08E+02,
932,909519.7337,909519.7337,2.61E-05,909519.7337,2.61E-05,2963.793559,5.87E+02,
933,969414.9658,968801.7258,613.2399914,968801.7258,613.2399914,1925.292591,4.06E+02,
934,885476.0545,885476.0545,4.23E-05,885476.0545,4.23E-05,2460.874124,4.74E+02,
935,889589.7007,889589.7007,-4.94E-06,889589.7007,-4.94E-06,3541.619633,6.86E+02,
936,881063.0242,881063.0242,3.07E-05,881063.0242,3.07E-05,4663.113059,8.95E+02,
939,1312848.567,1312307.58,540.9867391,1311662.708,1185.858739,2636.237426,7.54E+02,
940,981646.1721,981646.1721,4.72E-05,981646.1721,4.72E-05,1896.96598,4.05E+02,
941,988115.2822,988115.2822,-1.61E-05,988115.2822,-1.61E-05,3094.933153,6.66E+02,
942,884505.7033,883248.2187,1257.484572,883248.2187,1257.484572,2433.936415,4.69E+02,
943,860307.5907,860307.5907,3.04E-05,860307.5907,3.04E-05,2759.964603,5.17E+02,
944,997943.1856,997943.1856,3.03E-05,997943.1856,3.03E-05,1827.039435,3.97E+02,
945,994329.0231,994329.0231,-4.11E-05,994329.0231,-4.11E-05,2012.94743,4.36E+02,
946,1014662.609,1014662.609,-0.00035506,1008806.426,5856.182645,937.9755577,2.07E+02,
949,828762.4738,827276.4908,1485.982977,827276.4908,1485.982977,1647.94158,2.97E+02,
950,1097364.884,1096811.785,553.0987302,1096811.785,553.0987302,2407.527303,5.75E+02,
951,988731.563,978930.2915,9801.271531,978930.2915,9801.271531,2683.008802,5.78E+02,
952,1298066.703,1298066.703,-8.17E-05,1295351.902,2714.800918,2625.679488,7.42E+02,
953,1329393.702,1328961.154,432.5476144,1327212.416,2181.285614,551.9331342,1.60E+02,
954,1127839.701,1127839.701,-0.00026983,1127839.701,-0.00026983,1486.761816,3.65E+02,
955,973759.4676,973206.3689,553.0986788,973206.3689,553.0986788,2638.147877,5.59E+02,
958,1059638.862,1059638.862,-6.07E-05,1059638.862,-6.07E-05,1226.918081,2.83E+02,
959,260117.7616,260117.7616,1.51E-05,260117.7616,1.51E-05,2242.850155,1.27E+02,
960,732007.78,732007.78,2.33E-05,732007.78,2.33E-05,2093.860117,3.34E+02,
961,1035014.44,1035014.44,0.00021804,1035014.44,0.00021804,363.4442702,8.19E+01,
962,875961.7094,875961.7094,7.30E-06,875961.7094,7.30E-06,0.000113795,2.17E-05,
963,1339829.706,1339829.706,-0.00030022,1339829.706,-0.00030022,835.8848124,2.44E+02,
964,1229459.705,1229459.705,0.00037609,1229459.705,0.00037609,4130.723931,1.11E+03,
965,925270.5525,924957.8124,312.7400872,924957.8124,312.7400872,1487.487579,3.00E+02,
966,1056832.384,1056219.144,613.240006,1056219.144,613.240006,2625.377456,6.04E+02,
967,1113002.758,1113002.758,-0.00033172,1113002.758,-0.00033172,1165.513142,2.82E+02,
968,1193329.151,1193329.151,0.00042223,1193329.151,0.00042223,893.9403438,2.32E+02,
969,1506351.09,1506351.09,0.00047047,1504763.451,1587.63947,2793.378697,9.16E+02,
970,1590959.905,1589986.371,973.5338179,1582930.62,8029.284818,1705.273915,5.91E+02,
971,1560953.681,1560953.681,-0.00023492,1558722.654,2231.026765,1649.093088,5.60E+02,
972,699572.5241,699151.1288,421.3952545,699151.1288,421.3952545,1810.391659,2.76E+02,
973,1096784.194,1096784.194,-0.00019479,1096784.194,-0.00019479,1740.669175,4.16E+02,
974,1431634.64,1431634.64,0.00046196,1431634.64,0.00046196,4455.297011,1.39E+03,
975,1215433.529,1214880.43,553.0989462,1214880.43,553.0989462,2386.029726,6.31E+02,
976,74366.28537,74366.28537,-1.32E-06,74366.28537,-1.32E-06,0.000106536,1.73E-06,
977,827430.6006,827430.6006,1.96E-05,827430.6006,1.96E-05,1519.956767,2.74E+02,
978,441928.9163,441928.9163,-2.42E-05,441928.9163,-2.42E-05,2123.349093,2.04E+02,
979,1114099.999,1114099.999,-0.00031645,1114099.999,-0.00031645,1518.106871,3.68E+02,
980,1137815.531,1137815.531,-0.00013066,1137815.531,-0.00013066,934.6666453,2.32E+02,
981,801889.1549,801889.1549,-3.82E-05,801889.1549,-3.82E-05,1678.139875,2.93E+02,
982,1009507.596,1008634.853,872.7430096,1008634.853,872.7430096,1979.647372,4.35E+02,
983,975132.6568,972884.6662,2247.990595,972884.6662,2247.990595,3726.066597,7.91E+02,
984,61473.06814,61473.06814,-3.98E-06,61473.06814,-3.98E-06,16.93340339,2.27E-01,
999,729847.5041,729847.5041,-1.63E-05,729847.5041,-1.63E-05,892.3247612,1.42E+02,
1000,200462.0382,200462.0382,1.36E-05,200462.0382,1.36E-05,4493.102044,1.96E+02,
1001,149756.5835,149756.5835,-5.82E-06,149756.5835,-5.82E-06,15.16222228,4.94E-01,
1002,198836.5795,198836.5795,-1.55E-05,198836.5795,-1.55E-05,2348.458647,1.02E+02,
1003,414755.8403,414755.8403,-3.78E-05,414755.8403,-3.78E-05,2296.308281,2.07E+02,
1004,171188.289,171188.289,-2.93E-05,171188.289,-2.93E-05,2678.90129,9.99E+01,
1005,240782.8696,240782.8696,-3.53E-05,240782.8696,-3.53E-05,2517.845014,1.32E+02,
1006,860006.2693,860006.2693,-4.60E-05,860006.2693,-4.60E-05,1093.064524,2.05E+02,
1007,1304639.911,1303767.168,872.7430331,1303767.168,872.7430331,2087.252214,5.93E+02,
1008,175314.4454,175314.4454,4.04E-05,175314.4454,4.04E-05,1457.067515,5.56E+01,
1009,1137817.286,1135935.004,1882.282387,1135935.004,1882.282387,2433.983896,6.03E+02,
1010,347676.2751,347676.2751,1.72E-05,347676.2751,1.72E-05,1767.340945,1.34E+02,
1011,844267.114,844267.114,-4.88E-05,844267.114,-4.88E-05,2736.291866,5.03E+02,
1012,319813.0138,319813.0138,2.97E-05,319813.0138,2.97E-05,1851.581683,1.29E+02,
1013,821857.6974,821857.6974,3.86E-06,821857.6974,3.86E-06,800.3150964,1.43E+02,
1014,130128.8617,130128.8617,1.43E-05,130128.8617,1.43E-05,490.225248,1.39E+01,
1015,496476.3765,496476.3765,4.75E-05,496476.3765,4.75E-05,549.9923233,5.95E+01,
1016,314171.8575,314171.8575,-2.10E-05,314171.8575,-2.10E-05,2579.723706,1.76E+02,
1017,322515.8889,322515.8889,1.67E-05,322515.8889,1.67E-05,983.2056408,6.90E+01,
1018,366546.2699,366546.2699,-3.68E-05,366546.2699,-3.68E-05,249.0483285,1.99E+01,
1019,951475.6448,951475.6448,-3.57E-06,951475.6448,-3.57E-06,2327.566002,4.82E+02,
1020,364288.2727,364288.2727,-3.36E-05,364288.2727,-3.36E-05,2869.728924,2.28E+02,
1021,697128.5593,697128.5593,-1.33E-05,697128.5593,-1.33E-05,1820.687987,2.76E+02,
1022,264136.6935,264136.6935,2.88E-05,264136.6935,2.88E-05,2315.160602,1.33E+02,
1023,939035.3933,935330.7788,3704.614517,935330.7788,3704.614517,281.3528769,5.75E+01,
1024,768423.6764,768423.6764,-4.98E-05,768423.6764,-4.98E-05,1319.847305,2.21E+02,
1025,1017261.339,1017261.339,0.00017559,1017261.339,0.00017559,19.3706589,4.29E+00,
1026,1032804.607,1029765.633,3038.973764,1029765.633,3038.973764,2002.787831,4.50E+02,
1027,929514.8603,929514.8603,-3.01E-05,929514.8603,-3.01E-05,2328.500232,4.71E+02,
1028,480998.6837,480998.6837,-1.83E-05,480998.6837,-1.83E-05,1259.915958,1.32E+02,
1029,523666.6064,523666.6064,-6.03E-06,523666.6064,-6.03E-06,1674.886377,1.91E+02,
1030,1527692.63,1527692.63,-0.00029775,1527692.63,-0.00029775,0.748727969,2.49E-01,
1031,916512.4604,914630.178,1882.282377,914630.178,1882.282377,1505.939859,3.01E+02,
1032,239977.7665,239977.7665,-1.81E-05,239977.7665,-1.81E-05,2587.725425,1.35E+02,
1033,211301.9186,211301.9186,7.93E-06,211301.9186,7.93E-06,369.3923726,1.70E+01,
1034,89989.98115,89989.98115,-4.90E-07,89989.98115,-4.90E-07,2687.861439,5.27E+01,
1035,178840.2496,178840.2496,-2.22E-05,178840.2496,-2.22E-05,1028.080904,4.00E+01,
1036,1016788.807,1016788.807,0.00021176,1016788.807,0.00021176,4.285270465,9.49E-01,
1037,729601.7144,729601.7144,-9.61E-06,729601.7144,-9.61E-06,1589.011121,2.52E+02,
1038,708374.6713,708374.6713,-8.16E-06,708374.6713,-8.16E-06,1480.284065,2.28E+02,
1039,578421.0578,578421.0578,1.87E-05,578421.0578,1.87E-05,1450.482685,1.83E+02,
1040,237299.1093,237299.1093,-1.24E-05,237299.1093,-1.24E-05,3261.39602,1.69E+02,
1041,375155.752,375155.752,4.71E-05,375155.752,4.71E-05,1128.288019,9.22E+01,
1042,262767.8635,262767.8635,-1.49E-05,262767.8635,-1.49E-05,1645.868389,9.42E+01,
1043,308374.9534,308374.9534,-3.86E-05,308374.9534,-3.86E-05,861.8365894,5.79E+01,
1044,588826.2459,588826.2459,-1.65E-05,588826.2459,-1.65E-05,1748.61047,2.24E+02,
1045,855890.0855,855890.0855,-3.72E-05,855890.0855,-3.72E-05,518.5176063,9.66E+01,
1046,769574.4947,769574.4947,3.69E-05,769574.4947,3.69E-05,1137.873898,1.91E+02,
1047,720714.726,720714.726,-4.97E-05,720714.726,-4.97E-05,2294.240743,3.60E+02,
1048,1084773.472,1084773.472,0.00029908,1084773.472,0.00029908,3984.305125,9.41E+02,
1049,1252700.423,1252087.183,613.2401998,1252087.183,613.2401998,41.54808782,1.13E+01,
1050,1361327.218,1359188.393,2138.825223,1359188.393,2138.825223,139.6224235,4.14E+01,
1051,823976.6472,823976.6472,-9.36E-06,823976.6472,-9.36E-06,8.468703115,1.52E+00,
1052,1287427.253,1286554.51,872.7425225,1286554.51,872.7425225,22.37202729,6.27E+00,
1053,1288192.665,1287319.922,872.7429354,1287319.922,872.7429354,377.1265111,1.06E+02,
1054,1277212.088,1275241.576,1970.511547,1275241.576,1970.511547,103.3367737,2.87E+01,
1055,1544090.405,1544090.405,-0.00019259,1544090.405,-0.00019259,11.54378289,3.88E+00,
1056,1178172.623,1177859.883,312.7400877,1177859.883,312.7400877,1952.958415,5.01E+02,
1057,1377311.945,1377311.945,-0.00047118,1377311.945,-0.00047118,740.5252304,2.22E+02,
1058,1313881.579,1313881.579,-0.0003382,1313881.579,-0.0003382,112.501949,3.22E+01,
1059,1458717.542,1457460.057,1257.484811,1457460.057,1257.484811,402.3032915,1.28E+02,
1060,1006900.492,1006900.492,-0.00039365,1006900.492,-0.00039365,946.0443652,2.07E+02,
1061,968265.298,968265.298,1.74E-05,968265.298,1.74E-05,1085.297322,2.29E+02,
1062,1189617.306,1189617.306,1.55E-05,1189617.306,1.55E-05,1101.712152,2.85E+02,
1063,947457.8146,947457.8146,9.12E-06,947457.8146,9.12E-06,2615.841907,5.40E+02,
1064,913588.907,913588.907,2.66E-05,913588.907,2.66E-05,557.6191762,1.11E+02,
1065,1015040.48,1015040.48,-0.00042653,1015040.48,-0.00042653,1078.718162,2.38E+02,
1066,774322.4861,774322.4861,-3.08E-05,774322.4861,-3.08E-05,614.8394056,1.04E+02,
1067,514139.6301,514139.6301,-4.92E-05,514139.6301,-4.92E-05,3607.411521,4.04E+02,
1068,234143.5774,234143.5774,3.28E-05,234143.5774,3.28E-05,5.264339825,2.68E-01,
1069,938367.5985,938367.5985,-2.58E-05,938367.5985,-2.58E-05,1709.553282,3.49E+02,
1070,335645.8441,335645.8441,-1.01E-05,335645.8441,-1.01E-05,2189.503217,1.60E+02,
1071,109862.7904,109862.7904,3.67E-05,109862.7904,3.67E-05,0.000106287,2.54E-06,
1072,522728.0704,522728.0704,1.19E-05,522728.0704,1.19E-05,2628.141387,2.99E+02,
1073,1007351.741,1007351.741,-0.00026137,1007351.741,-0.00026137,0.331184743,7.26E-02,
1074,1254819.659,1253946.916,872.7425588,1253946.916,872.7425588,0.000106287,2.90E-05,
1075,279683.3273,279683.3273,-3.30E-05,279683.3273,-3.30E-05,1873.332983,1.14E+02,
1076,562664.368,562664.368,-3.39E-05,562664.368,-3.39E-05,3632.495197,4.45E+02,
1077,264526.6033,264526.6033,-2.62E-06,264526.6033,-2.62E-06,2899.608449,1.67E+02,
1078,208715.1299,208715.1299,3.28E-05,208715.1299,3.28E-05,2126.794479,9.67E+01,
1079,285622.2566,285622.2566,-3.28E-05,285622.2566,-3.28E-05,1795.016061,1.12E+02,
1080,189396.8836,189396.8836,2.08E-05,189396.8836,2.08E-05,2206.429323,9.10E+01,
1081,301886.3054,301886.3054,-4.38E-05,301886.3054,-4.38E-05,2211.251647,1.45E+02,
1082,439069.8818,439069.8818,3.30E-05,439069.8818,3.30E-05,1101.398106,1.05E+02,
1083,240505.9798,240505.9798,4.77E-05,240505.9798,4.77E-05,2768.567084,1.45E+02,
1084,671734.7762,671734.7762,1.47E-05,671734.7762,1.47E-05,1955.106671,2.86E+02,
1085,1149879.649,1149879.649,-0.00017293,1149879.649,-0.00017293,1293.736086,3.24E+02,
1087,302046.6014,302046.6014,-1.08E-05,302046.6014,-1.08E-05,2030.786247,1.34E+02,
1088,516162.6908,516162.6908,3.73E-05,516162.6908,3.73E-05,3451.884017,3.88E+02,
1089,395033.1035,395033.1035,3.47E-05,395033.1035,3.47E-05,3206.317656,2.76E+02,
1090,195714.8714,195714.8714,3.62E-05,195714.8714,3.62E-05,2355.012081,1.00E+02,
1091,173450.6038,173450.6038,-5.30E-06,173450.6038,-5.30E-06,0.000106287,4.01E-06,
1092,94416.76371,94416.76371,-3.64E-06,94416.76371,-3.64E-06,0.000106287,2.19E-06,
1093,1227401.588,1227401.588,9.69E-06,1227401.588,9.69E-06,1227.870137,3.28E+02,
1095,1160440.738,1160440.738,0.00032517,1160440.738,0.00032517,1946.491353,4.92E+02,
1096,259339.9004,259339.9004,-6.34E-06,259339.9004,-6.34E-06,1212.132562,6.84E+01,
1097,1023423.477,1023423.477,-0.0004134,1023423.477,-0.0004134,1697.556417,3.78E+02,
1099,1208211.254,1208211.254,0.00023304,1208211.254,0.00023304,2261.012242,5.95E+02,
1100,239452.2754,239452.2754,-3.69E-05,239452.2754,-3.69E-05,1971.326337,1.03E+02,
1101,672629.8347,672629.8347,-3.94E-05,672629.8347,-3.94E-05,3073.920023,4.50E+02,
1102,387467.8244,387467.8244,-4.69E-05,387467.8244,-4.69E-05,3115.867881,2.63E+02,
1103,253860.9287,253860.9287,-8.85E-06,253860.9287,-8.85E-06,4030.784201,2.23E+02,
1104,215535.1543,215535.1543,-4.78E-05,215535.1543,-4.78E-05,988.9471299,4.64E+01,
1105,538656.5357,538656.5357,-9.79E-06,538656.5357,-9.79E-06,3639.08802,4.27E+02,
1106,342050.2021,342050.2021,-4.28E-05,342050.2021,-4.28E-05,1633.028259,1.22E+02,
1107,200528.5303,200528.5303,4.47E-05,200528.5303,4.47E-05,3194.828977,1.39E+02,
1108,341611.0206,341611.0206,-1.59E-05,341611.0206,-1.59E-05,1399.012387,1.04E+02,
1109,274536.3805,274536.3805,4.49E-06,274536.3805,4.49E-06,2960.296519,1.77E+02,
1110,325477.1832,325477.1832,-2.32E-05,325477.1832,-2.32E-05,651.7956149,4.62E+01,
1111,278349.6205,278349.6205,3.58E-05,278349.6205,3.58E-05,1393.360835,8.44E+01,
1112,280567.9407,280567.9407,3.52E-05,280567.9407,3.52E-05,538.138613,3.29E+01,
1113,222606.227,222606.227,3.79E-05,222606.227,3.79E-05,1540.0353,7.46E+01,
1114,149140.2995,149140.2995,5.00E-08,149140.2995,5.00E-08,2247.7829,7.30E+01,
1115,236506.8748,236506.8748,-2.52E-05,236506.8748,-2.52E-05,1991.751523,1.03E+02,
1116,218257.7438,218257.7438,3.93E-05,218257.7438,3.93E-05,3084.791464,1.47E+02,
1117,251622.3281,251622.3281,4.91E-05,251622.3281,4.91E-05,101.2304989,5.55E+00,
1118,305816.8342,305816.8342,-3.22E-05,305816.8342,-3.22E-05,2897.750204,1.93E+02,
1119,271951.8034,271951.8034,3.86E-05,271951.8034,3.86E-05,12.10858535,7.17E-01,
1120,242043.3684,242043.3684,2.22E-05,242043.3684,2.22E-05,13.0206153,6.86E-01,
1121,256712.9612,256712.9612,-2.09E-06,256712.9612,-2.09E-06,7.451474937,4.17E-01,
1122,293318.9197,293318.9197,4.57E-05,293318.9197,4.57E-05,3406.410546,2.18E+02,
1123,287088.643,287088.643,-4.75E-05,287088.643,-4.75E-05,2549.661326,1.59E+02,
1124,225589.7727,225589.7727,3.03E-05,225589.7727,3.03E-05,1998.527496,9.82E+01,
1125,376716.483,376716.483,-3.96E-05,376716.483,-3.96E-05,241.5345911,1.98E+01,
1126,355246.4419,355246.4419,-3.98E-05,355246.4419,-3.98E-05,12.44402773,9.63E-01,
1127,137788.3874,137788.3874,-1.34E-05,137788.3874,-1.34E-05,1714.37497,5.14E+01,
1128,221642.6338,221642.6338,4.83E-05,221642.6338,4.83E-05,1727.58437,8.34E+01,
1129,169744.8283,169744.8283,3.48E-05,169744.8283,3.48E-05,2590.212007,9.57E+01,
1130,238329.0845,238329.0845,-3.23E-05,238329.0845,-3.23E-05,2192.912239,1.14E+02,
1131,259031.5469,259031.5469,-3.97E-05,259031.5469,-3.97E-05,2414.089894,1.36E+02,
1132,144671.0271,144671.0271,2.87E-05,144671.0271,2.87E-05,3945.638894,1.24E+02,
1133,210920.5138,210920.5138,2.01E-06,210920.5138,2.01E-06,949.4954794,4.36E+01,
1134,166058.6837,166058.6837,-1.28E-05,166058.6837,-1.28E-05,1568.687882,5.67E+01,
1135,191142.5763,191142.5763,-2.25E-05,191142.5763,-2.25E-05,1351.004264,5.62E+01,
1198,244201.3785,244201.3785,-1.75E-05,244201.3785,-1.75E-05,522.9720888,2.78E+01,
1200,127901.3316,127901.3316,2.09E-05,127901.3316,2.09E-05,4502.567137,1.25E+02,
1201,202901.5183,202901.5183,-6.83E-06,202901.5183,-6.83E-06,2340.297733,1.03E+02,
1202,177797.4741,177797.4741,-4.10E-05,177797.4741,-4.10E-05,0.000107313,4.15E-06,
1203,238309.9797,238309.9797,-2.87E-05,238309.9797,-2.87E-05,2698.545322,1.40E+02,
1204,219133.5765,219133.5765,-2.82E-05,219133.5765,-2.82E-05,1690.444315,8.07E+01,
1205,142472.9696,142472.9696,-3.85E-05,142472.9696,-3.85E-05,0.000107313,3.33E-06,
1206,198553.2294,198553.2294,-2.03E-05,198553.2294,-2.03E-05,3519.494343,1.52E+02,
1207,146636.4311,146636.4311,-3.41E-05,146636.4311,-3.41E-05,4444.650936,1.42E+02,
1209,369100.5113,369100.5113,-2.12E-05,369100.5113,-2.12E-05,8.86E-05,7.12E-06,
1210,206194.0336,206194.0336,3.02E-05,206194.0336,3.02E-05,4373.645299,1.96E+02,
1211,165776.2097,165776.2097,2.00E-05,165776.2097,2.00E-05,234.6795383,8.47E+00,
1212,166904.5529,166904.5529,-4.24E-05,166904.5529,-4.24E-05,2534.907577,9.21E+01,
1213,192940.5975,192940.5975,-1.75E-05,192940.5975,-1.75E-05,1131.102543,4.75E+01,
1214,189498.0791,189498.0791,-1.16E-05,189498.0791,-1.16E-05,2228.960392,9.20E+01,
1215,203135.5147,203135.5147,3.83E-05,203135.5147,3.83E-05,210.0040633,9.29E+00,
1216,212063.1658,212063.1658,-2.12E-05,212063.1658,-2.12E-05,3667.874201,1.69E+02,
1217,126087.8688,126087.8688,1.98E-05,126087.8688,1.98E-05,1667.826386,4.58E+01,
1218,481627.0684,481627.0684,-5.76E-06,481627.0684,-5.76E-06,1104.566495,1.16E+02,
1219,516858.76,516858.76,-1.74E-05,516858.76,-1.74E-05,257.3812544,2.90E+01,
1220,1076215.319,1076215.319,-0.00031339,1076215.319,-0.00031339,249.10797,5.84E+01,
1221,411558.5191,411558.5191,-4.74E-05,411558.5191,-4.74E-05,794.1803331,7.12E+01,
1222,831388.856,831388.856,-4.03E-05,831388.856,-4.03E-05,8.86E-05,1.60E-05,
1223,330086.8615,330086.8615,-1.93E-05,330086.8615,-1.93E-05,2747.687398,1.97E+02,
1224,1054049.699,1054049.699,0.00043508,1054049.699,0.00043508,1061.722482,2.44E+02,
1225,301592.235,301592.235,-8.10E-06,301592.235,-8.10E-06,1004.384765,6.60E+01,
1226,593971.3408,593971.3408,-1.58E-05,593971.3408,-1.58E-05,3738.563633,4.83E+02,
1227,863222.882,863222.882,-4.87E-05,863222.882,-4.87E-05,8.86E-05,1.67E-05,
1228,509231.1938,509231.1938,7.24E-07,509231.1938,7.24E-07,1480.007082,1.64E+02,
1229,248645.3731,248645.3731,2.78E-05,248645.3731,2.78E-05,1705.160277,9.23E+01,
1230,346418.4386,346418.4386,-3.41E-05,346418.4386,-3.41E-05,2495.698158,1.88E+02,
1231,268386.273,268386.273,-4.22E-05,268386.273,-4.22E-05,5202.539889,3.04E+02,
1234,169442.6195,169442.6195,-8.65E-06,169442.6195,-8.65E-06,2109.972863,7.78E+01,
1235,168622.4098,168622.4098,3.63E-05,168622.4098,3.63E-05,1880.975819,6.91E+01,
1236,156636.4631,156636.4631,-1.35E-05,156636.4631,-1.35E-05,2387.387874,8.14E+01,
1237,215540.4762,215540.4762,3.25E-05,215540.4762,3.25E-05,1086.996286,5.10E+01,
1238,41897.06558,41897.06558,-4.29E-06,41897.06558,-4.29E-06,0.000101306,9.24E-07,
1239,157281.7662,157281.7662,4.09E-06,157281.7662,4.09E-06,3088.960223,1.06E+02,
1240,162611.1483,162611.1483,1.78E-06,162611.1483,1.78E-06,2709.975616,9.59E+01,
1241,148869.275,148869.275,2.22E-05,148869.275,2.22E-05,3484.014903,1.13E+02,
1242,152359.0945,152359.0945,-2.82E-05,152359.0945,-2.82E-05,2641.979213,8.76E+01,
1243,135273.6452,135273.6452,5.28E-06,135273.6452,5.28E-06,2451.28229,7.22E+01,
1244,140260.7436,140260.7436,3.90E-05,140260.7436,3.90E-05,3344.970362,1.02E+02,
1245,109643.4547,109643.4547,-1.27E-05,109643.4547,-1.27E-05,2103.97294,5.02E+01,
1246,181921.8625,181921.8625,-1.85E-05,181921.8625,-1.85E-05,0.000101306,4.01E-06,
1249,287021.2637,287021.2637,-2.64E-05,287021.2637,-2.64E-05,1653.461494,1.03E+02,
1250,206772.1232,206772.1232,-2.27E-06,206772.1232,-2.27E-06,1170.104804,5.27E+01,
1251,253618.6843,253618.6843,-4.21E-05,253618.6843,-4.21E-05,2649.527246,1.46E+02,
1252,265490.8586,265490.8586,-4.39E-05,265490.8586,-4.39E-05,3421.919415,1.98E+02,
1253,447965.1323,447965.1323,-2.03E-05,447965.1323,-2.03E-05,2298.818854,2.24E+02,
1254,271252.9913,271252.9913,-2.72E-05,271252.9913,-2.72E-05,3938.613335,2.33E+02,
1255,274581.6916,274581.6916,-2.03E-05,274581.6916,-2.03E-05,2648.807972,1.58E+02,
1256,247080.8873,247080.8873,-3.62E-05,247080.8873,-3.62E-05,3514.012522,1.89E+02,
1257,168497.9725,168497.9725,-2.92E-05,168497.9725,-2.92E-05,777.734358,2.85E+01,
1260,210922.6536,210922.6536,2.99E-05,210922.6536,2.99E-05,2279.199565,1.05E+02,
1261,299237.6382,299237.6382,-1.75E-05,299237.6382,-1.75E-05,3517.791419,2.29E+02,
1262,203471.4294,203471.4294,-3.97E-05,203471.4294,-3.97E-05,1469.268684,6.51E+01,
1263,310602.461,310602.461,1.13E-05,310602.461,1.13E-05,5019.453939,3.39E+02,
1264,217454.5645,217454.5645,-1.47E-05,217454.5645,-1.47E-05,1387.460958,6.57E+01,
1265,304312.3127,304312.3127,-3.72E-05,304312.3127,-3.72E-05,1687.456763,1.12E+02,
1266,253573.3483,253573.3483,-4.02E-05,253573.3483,-4.02E-05,3146.580768,1.74E+02,
1267,470534.6416,470534.6416,-4.71E-06,470534.6416,-4.71E-06,3018.606718,3.09E+02,
1270,272491.0826,272491.0826,-4.23E-05,272491.0826,-4.23E-05,2474.764286,1.47E+02,
1271,320394.6256,320394.6256,3.12E-05,320394.6256,3.12E-05,2171.825862,1.52E+02,
1272,283637.6662,283637.6662,-2.57E-05,283637.6662,-2.57E-05,4398.856654,2.72E+02,
1273,341936.0598,341936.0598,-4.50E-05,341936.0598,-4.50E-05,1827.56443,1.36E+02,
1274,322560.9207,322560.9207,2.41E-05,322560.9207,2.41E-05,1339.413688,9.41E+01,
