num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area,30 Min Lin ,45 Min Lin,60 Min Lin
164,245372.5065,1.80E-05,637800.9637,17568.93354,1051222.359,10492.31804,164,YES,The Finger Wharf Apartments,52090.21364,3.05E-02,9.98E+06,2.79E+06
165,394722.2434,1815.611432,752523.5449,13846.76804,1184271.48,6433.786212,165,YES,Woolloomooloo_Dowling St and Nesbitt St,151331.1847,8.93E+06,2.28E+07,4.97E+06
166,277078.3322,6940.385563,675012.2709,20832.91379,1074091.055,8184.739451,166,YES,St Vincents Catholic College,86089.02352,1.94E+07,1.95E+07,3.59E+06
167,185414.2069,3925.969539,611072.9293,18048.76814,1010780.121,11793.40396,167,YES,Elizabeth Bay House,170159.0173,2.17E+07,3.35E+07,1.02E+07
168,548999.2747,3.71E-06,926535.1315,8824.901397,1321189.67,0,168,YES,Cook and Phillip Park,91441.36857,1.10E-02,8.80E+06,0.00E+00
169,477002.7311,1815.611412,850222.6832,9762.539918,1243095.91,2049.759991,169,YES,East Sydney High School,84997.09303,5.02E+06,9.04E+06,8.89E+05
170,489271.7854,9302.226794,865039.95,12400.77587,1252649.847,6617.849668,170,YES,Kings Cross Station,102648.539,3.10E+07,1.39E+07,3.46E+06
171,532755.7931,10812.36519,914735.3845,13617.57044,1307230.715,6135.907864,171,YES,Kingsgate Shopping Centre,99450.84371,3.49E+07,1.48E+07,3.11E+06
172,450180.6451,8686.102495,796820.1532,15601.02728,1218190.401,8477.116288,172,YES,El Alamein Fountain,32089.49261,9.06E+06,5.46E+06,1.39E+06
173,320642.5594,1815.611443,693439.7548,21385.4625,1105440.715,8110.629396,173,YES,St Luke's Hospital,205467.0947,1.21E+07,4.79E+07,8.50E+06
174,648546.1624,8282.491772,1120177.749,7795.217749,1525823.693,1220.062371,174,YES,Sydney CBD_Sky Garden,8448.473521,2.27E+06,7.18E+05,5.26E+04
175,481084.4472,830.8336174,837568.9292,1222.950817,1231243.819,473.1040421,175,YES,National Art School,54079.37649,1.46E+06,7.21E+05,1.30E+05
176,586009.4383,6940.38555,969485.7691,7452.178812,1359123.677,0,176,YES,Australian Museum Darlinghurst,44556.35581,1.01E+07,3.62E+06,0.00E+00
177,614430.5337,6940.385525,957222.2668,2.25E-05,1354775.619,0,177,YES,Darlinghurst_College La and Francis St,7837.562081,1.77E+06,1.92E-03,0.00E+00
178,543579.9625,-1.69E-05,917518.4873,2141.163166,1290791.063,0,178,YES,SCEGGS_Darlinghurst,150101.8937,-8.24E-02,3.50E+06,0.00E+00
179,494666.2238,9302.226808,861392.5608,10125.12607,1253545.373,4013.859537,179,YES,Darlinghurst Rd and William St,103746.9977,3.14E+07,1.14E+07,2.12E+06
180,388003.5332,6687.015976,750599.9176,10885.03378,1150846.422,3721.295591,180,YES,Belvedere Bridge Darlinghurst,195724.3838,4.25E+07,2.32E+07,3.71E+06
181,554074.3813,-1.55E-05,931861.7798,-5.00E-05,1339014.67,0,181,YES,Marriott Hotel,8356.217782,-4.21E-03,-4.55E-03,0.00E+00
182,520149.024,5856.182357,885604.8568,0,1250715.973,0,182,YES,St Vincent's Caritas Centre,96565.14795,1.84E+07,0.00E+00,0.00E+00
183,419907.2677,830.8335803,810270.2464,1222.950791,1214547.095,473.1040421,183,YES,St Vincent's Hospital,109892.8645,2.97E+06,1.46E+06,2.65E+05
184,531156.7638,5856.182443,885742.2654,2.78E-05,1255293.19,0,184,YES,Darlinghurst_Little Oxford St and Crown St,37771.28775,7.19E+06,1.14E-02,0.00E+00
185,441353.1774,-1.83E-06,838850.5736,2.97E-05,1224997.732,0,185,YES,Paddington_Flinders St and Taylor St,46879.10725,-2.79E-03,1.52E-02,0.00E+00
186,404581.5077,4.95E-06,715590.8891,8.64E-06,1179532.991,8829.168742,186,YES,Darling Island_Pyremont Park,142837.3689,2.30E-02,1.35E-02,6.43E+06
187,531248.2825,3.75E-05,944944.0027,9704.162405,1370307.117,2787.100458,187,YES,City Star Casino,126462.5923,1.54E-01,1.34E+07,1.80E+06
188,579759.6883,-1.19E-05,939626.6177,-1.01E-05,1342467.592,0,188,YES,Oxford Square,47579.91999,-1.84E-02,-5.24E-03,0.00E+00
189,573563.6181,4.36E-05,956348.8359,412.5483195,1342688.805,0,189,YES,Goulburn St and Brisbane St,29150.99879,4.13E-02,1.31E+05,0.00E+00
190,532768.243,1.06E-05,896551.1505,412.5482637,1282580.731,0,190,YES,Sydney Police Centre,30316.65012,1.04E-02,1.36E+05,0.00E+00
191,514073.0498,4.61E-05,876823.6036,-1.13E-05,1258174.603,0,191,YES,Darlinghurst_Lower Darling St,10865.46848,1.63E-02,-1.34E-03,0.00E+00
192,643873.6323,3.21E-05,1009040.707,0,1429353.198,354.1821254,192,YES,Campbell St and Mary St,27883.46256,2.91E-02,0.00E+00,5.04E+04
193,539487.0398,-4.64E-05,942763.6354,-1.05E-05,1335857.376,0,193,YES,Campbell St and Riley St,87823.02853,-1.32E-01,-1.01E-02,0.00E+00
194,745287.2469,1.53E-05,1133185.816,987.4653734,1511271.585,0,194,YES,Centennial Plaza,19079.8743,9.49E-03,2.05E+05,0.00E+00
195,617195.2054,-4.77E-05,1004056.251,1018.382656,1428525.737,541.5830086,195,YES,Albion St and Riley St,61938.17188,-9.60E-02,6.88E+05,1.71E+05
196,439019.6337,-5.72E-06,855608.0319,-4.36E-05,1265290.149,0,196,YES,Albion St and Flinders St,200637.2489,-3.73E-02,-9.54E-02,0.00E+00
197,744884.9369,830.8335394,1145572.598,2223.251551,1526475.977,0,197,YES,United Dental Hospital Of Sydney,48153.17301,1.30E+06,1.17E+06,0.00E+00
198,608295.5029,723.4658446,994672.0501,776.4716689,1422400.842,0,198,YES,News Ltd,107285.5227,2.52E+06,9.08E+05,0.00E+00
199,419798.5096,1.36E-05,855397.5355,-2.60E-05,1259111.142,0,199,YES,Bourke St and Arthur St,207204.5252,9.16E-02,-5.87E-02,0.00E+00
200,629711.4435,1.15E-06,1023370.822,1578.023099,1415433.082,0,200,YES,Prince Alfred Park,90732.58601,3.39E-03,1.56E+06,0.00E+00
201,580883.2917,723.465891,979167.3079,590.5576896,1382153.259,0,201,YES,Strawberry Hills_Elizabeth St and Belvoir St,190652.9734,4.48E+06,1.23E+06,0.00E+00
202,415699.413,1.83E-05,860464.3718,881.2026566,1263096.259,0,202,YES,Bourke St and Mort St,154619.2077,9.20E-02,1.49E+06,0.00E+00
205,563691.9419,-1.42E-05,944485.761,9794.959961,1333460.08,639.947203,205,YES,Lee St_Sydney,32822.56965,-1.51E-02,3.50E+06,1.07E+05
206,470594.7031,7.28E-06,867482.1437,3791.641557,1279752.265,420.4122114,206,YES,CUB Site Chippendale_North,67788.95451,1.60E-02,2.80E+06,1.45E+05
207,334235.2435,1.57E-06,829655.3863,6687.01603,1261879.846,1861.109728,207,YES,Chippendale,187159.211,9.55E-03,1.36E+07,1.78E+06
208,639296.0059,3925.969535,1086530.559,2095.803445,1474526.387,331.4292157,208,YES,Central Station_South,98898.45908,1.26E+07,2.26E+06,1.67E+05
209,416643.865,2.43E-05,899219.82,3503.900431,1331963.481,776.0626838,209,YES,CUB Site Chippendale_South,76395.8509,6.03E-02,2.92E+06,3.02E+05
210,590325.7246,-5.21E-06,1058987.725,8982.750201,1471351.31,1669.215925,210,YES,Darlington_Everleigh St and Hudson St,82407.67615,-1.40E-02,8.07E+06,7.02E+05
211,573895.9503,3925.969528,1053177.377,8356.361315,1468726.554,541.5830086,211,YES,Redfern_Wells St and Renwick St,48427.51673,6.18E+06,4.41E+06,1.34E+05
212,450404.786,2403.93971,928431.3596,7510.499665,1362611.677,0,212,YES,Redfern Mail Exchange Redfern,183141.6782,1.43E+07,1.50E+07,0.00E+00
213,421201.8302,3.08E-05,866398.3033,2294.217053,1281586.537,0,213,YES,Redfern,84579.03101,8.47E-02,2.12E+06,0.00E+00
214,263222.0435,1.07E-05,798583.8383,1148.623535,1180350.307,930.65896,214,YES,Surry Hills Shopping Village,198242.5414,6.89E-02,2.48E+06,9.41E+05
215,685872.3126,1815.611476,1140160.429,1810.347162,1571641.069,935.9827207,215,YES,Redfern Station,125999.118,7.43E+06,2.49E+06,6.01E+05
216,395633.1338,1.75E-06,891529.7511,7835.185127,1345783.667,2201.913507,216,YES,Everleigh,142960.5037,8.13E-03,1.22E+07,1.61E+06
217,517120.9486,-2.15E-05,1016032.284,7361.269445,1427141.686,0,217,YES,Redfern_Wyndham St and Boundary St,51585.44232,-3.60E-02,4.14E+06,0.00E+00
218,432414.2607,-3.72E-05,912218.9236,3635.969407,1348244.6,0,218,YES,Rachel Forster Hospital,100300.5217,-1.21E-01,3.98E+06,0.00E+00
219,433588.0272,2403.93967,887833.2277,2294.217132,1309968.944,0,219,YES,Redfern Oval,145169.5759,1.13E+07,3.63E+06,0.00E+00
220,324633.5448,-1.20E-05,806126.6872,830.8336056,1198479.853,0,220,YES,Redfern_Baptist St and Zamia St,91638.84331,-3.57E-02,8.30E+05,0.00E+00
221,143340.4475,-7.78E-06,721273.9635,-5.08E-06,1045809.287,0,221,YES,Redfern_Charles Moore Ave,58148.03661,-1.47E-02,-3.22E-03,0.00E+00
222,433501.2743,-7.73E-06,913641.9456,4061.703997,1351069.397,183.2844966,222,YES,Australian Technology Park,99706.28376,-2.50E-02,4.41E+06,9.32E+04
223,58253.43987,6.10E-07,679660.281,6940.385534,1153734.228,1517.252736,223,YES,Explorer St and Aurora Place,42544.25711,8.43E-04,3.22E+06,3.29E+05
224,503984.7983,-1.33E-05,1004836.806,2705.139574,1432453.695,183.2844966,224,YES,Australian Technology Park North,103762.0781,-4.49E-02,3.06E+06,9.70E+04
225,78841.58559,1.61E-06,711902.1268,-2.79E-05,1146856.064,1284.928672,225,YES,Macdonaldtown Station,137200.347,7.18E-03,-4.17E-02,8.99E+05
226,90553.53979,-1.95E-06,541348.4763,4.27E-05,935771.4235,1848.89348,226,YES,Blackwattle Bay Park_Glebe,160810.3551,-1.02E-02,7.48E-02,1.52E+06
227,208498.3518,1.31E-05,642340.6742,2.54E-05,1052352.613,4884.105656,227,YES,Harold Park_Jubilee Park_Glebe,399240.7367,1.70E-01,1.11E-01,9.94E+06
228,218467.3252,8.35E-06,658704.7339,-2.39E-05,1069946.934,4396.687125,228,YES,Wentworth Park,490216.2372,1.33E-01,-1.28E-01,1.10E+07
229,164668.5663,2.75E-05,611497.5891,2403.939667,1032709.114,7675.415836,229,YES,Glebe_Wigram Rd and Glebe Point Rd,315047.7143,2.82E-01,8.26E+06,1.23E+07
230,75715.34645,-2.48E-07,561528.5035,-2.06E-05,915157.1783,2595.127014,230,YES,Forest Lodge Public School,264510.4221,-2.13E-03,-5.94E-02,3.50E+06
231,161914.2738,4.54E-05,699212.4504,723.4658946,1036218.785,2018.642331,231,YES,Forest Lodge_Arundel St and Short St,173239.0197,2.56E-01,1.37E+06,1.78E+06
232,237218.9607,2.61E-05,714453.2978,-3.63E-05,1051640.025,590.5577254,232,YES,Glebe_Mitchell St and Westmoreland St,232952.1495,1.98E-01,-9.22E-02,7.02E+05
233,210765.9815,3.27E-05,712997.0543,6940.385484,1090560.193,590.5577254,233,YES,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,261480.1452,2.78E-01,1.98E+07,7.88E+05
236,140646.4762,4.40E-05,686204.7391,-3.79E-05,1027487.201,1659.901982,236,YES,University of Sydney_Main Camperdown Campus,676764.9732,9.68E-01,-2.80E-01,5.73E+06
237,86075.25801,4.10E-06,585019.6773,-2.94E-05,972521.3793,1764.74778,237,YES,Camperdown Park,218120.3003,2.91E-02,-6.99E-02,1.96E+06
238,95617.40411,1.60E-06,627293.0698,2403.939726,990812.9277,1437.677958,238,YES,Royal Prince Alfred Hospital,121114.5713,6.30E-03,3.17E+06,8.88E+05
239,334482.4059,2.08E-05,844420.6,7034.198722,1282980.971,1365.154228,239,YES,Darlington,164191.115,1.11E-01,1.26E+07,1.14E+06
240,549104.1461,9.47E-06,1031867.723,7496.507793,1438010.067,1188.281036,240,YES,Darlington_Edward St and Vine St,101330.1651,3.12E-02,8.28E+06,6.14E+05
241,99051.17357,1.14E-06,656601.3791,-3.53E-05,1112541.929,7361.26945,241,YES,Camperdown_Australia St and Hopgate St,154119.9173,5.71E-03,-5.93E-02,5.79E+06
242,192899.9613,-3.31E-05,754482.2101,6940.385487,1168448.059,1890.204358,242,YES,Royal Prince Alfred Medical Centre,182355.6101,-1.96E-01,1.38E+07,1.76E+06
243,213602.5096,-6.06E-06,768350.1118,1815.611426,1214351.255,864.7171555,243,YES,Darlington_Golden Grove St and Abercrombie St,106463.6361,-2.10E-02,2.11E+06,4.70E+05
244,545795.6509,2403.939706,1026367.024,3192.557975,1435883.805,800.6784187,244,YES,Australia Council For The Arts Darlington,47056.82315,3.68E+06,1.64E+06,1.92E+05
245,307154.0562,-2.77E-05,814966.1787,830.8336007,1247363.505,0,245,YES,Newtown St Stephens Cemetery,303163.5798,-2.73E-01,2.75E+06,0.00E+00
246,258574.8255,0,816831.1227,830.833587,1226550.5,1563.148355,246,YES,Macdonaldtown Station_North,150254.7218,0.00E+00,1.36E+06,1.20E+06
247,321713.114,1.69E-05,821737.2539,6687.015959,1264659.644,632.3930919,247,YES,Newtown Station_North,126811.3135,6.97E-02,9.24E+06,4.09E+05
248,360390.4322,4.12E-05,846876.5175,6687.015951,1289923.853,610.6268211,248,YES,Newtown_Rawson St and Reiby St,164566.961,2.20E-01,1.20E+07,5.12E+05
249,364607.7169,-1.15E-05,863023.2048,7034.19874,1295520.952,1292.496288,249,YES,Newtown Station_South,196527.5795,-7.35E-02,1.51E+07,1.30E+06
250,126703.4738,-2.13E-05,741702.5745,723.4658996,1176518.062,1250.707182,250,YES,Newtown_Kent St and College St,112151.9275,-7.76E-02,8.84E+05,7.15E+05
251,73531.84092,2.56E-06,720384.8038,-4.43E-05,1139335.846,232.3240636,251,YES,St Peters Station_North,327894.76,2.73E-02,-1.58E-01,3.89E+05
252,110316.3572,0,626661.264,2.51E-05,976513.2498,9123.613085,252,YES,Rydges Camperdown,122246.0573,0.00E+00,3.34E-02,5.69E+06
253,57746.27346,-4.60E-06,678978.6476,3.74E-05,1098176.026,885.9825102,253,YES,Erskineville South,81151.13159,-1.21E-02,3.31E-02,3.67E+05
254,452590.2474,-2.59E-05,900877.5377,7835.185085,1333610.226,2789.729928,254,YES,Macdonaldtown Station_South,83338.53876,-7.02E-02,7.12E+06,1.19E+06
255,322396.6794,3.86E-05,840665.8768,6687.015938,1283212.915,610.6268211,255,YES,Erskineville Station_West,98362.93558,1.23E-01,7.17E+06,3.06E+05
256,191964.511,-4.88E-05,793542.7797,1815.611468,1223839.54,1943.284539,256,YES,Erskineville Station_East,214555.2394,-3.40E-01,4.25E+06,2.13E+06
257,93446.28139,2.01E-06,745329.0397,850.917357,1161602.848,1224.518459,257,YES,Alexandria,153909.5515,1.01E-02,1.43E+06,9.61E+05
258,204693.901,-4.36E-05,806926.6096,830.8335932,1234967.751,681.8694667,258,YES,Cleveland Street High School,333521.5192,-4.73E-01,3.02E+06,1.16E+06
259,90204.0012,4.43E-06,751085.2065,723.4658609,1171257.803,1045.108095,259,YES,Erskineville_Rochford St and Macdonald St,142567.7336,2.05E-02,1.12E+06,7.60E+05
260,79086.84443,4.04E-06,719881.798,723.4659387,1139219.732,1353.770279,260,YES,Erskineville,192649.8995,2.53E-02,1.52E+06,1.33E+06
261,61089.34445,3.40E-06,658031.5517,-1.34E-05,1058755.425,1932.533523,261,YES,Alexandria_Lawrence St and Maddox St,232287.6427,2.57E-02,-3.39E-02,2.29E+06
262,94947.28603,5.10E-07,720876.8061,-1.67E-05,1092001.707,0.00023183,262,YES,Alexandria_Mandible St and Wyndham St,306073.327,5.07E-03,-5.57E-02,3.62E-01
263,54043.05679,2.60E-06,631301.7089,2403.93971,1005716.439,2412.906614,263,YES,Sydney Park Business Centre,274743.5815,2.32E-02,7.20E+06,3.38E+06
264,337505.4331,-3.90E-05,825189.862,1577.521417,1245265.625,1798.538697,264,YES,Beaconsfield Industrial Area_Green Square Station,223836.1891,-2.84E-01,3.85E+06,2.05E+06
265,47060.56599,-1.68E-06,596238.7338,2403.939688,1027556.211,1506.106276,265,YES,CSR Concrete Plant,730290.7063,-3.99E-02,1.91E+07,5.61E+06
266,76903.59664,-3.97E-06,563705.1588,4.32E-06,982278.1826,2720.204919,266,YES,Alexandria Industrial Area,805396.8812,-1.04E-01,3.79E-02,1.12E+07
267,43515.82652,2.84E-06,559051.3669,3871.412322,921284.1338,6030.447073,267,YES,Alexandria_Eastern Suburbs Mail Centre,439773.8784,4.06E-02,1.86E+07,1.35E+07
268,207485.7146,-4.86E-05,778677.2835,830.8335999,1186794.774,1116.66923,268,YES,Waterloo_John St and Botany Rd,107346.6796,-1.70E-01,9.72E+05,6.11E+05
270,371603.5165,3.34E-05,892077.0812,7949.319786,1317647.276,592.7781872,270,YES,Waterloo,130306.7686,1.41E-01,1.13E+07,3.94E+05
271,386853.9118,1.15E-06,846914.1248,3660.944338,1246408.323,592.7781872,271,YES,Waterloo Park,191812.974,7.17E-03,7.65E+06,5.80E+05
272,146451.0923,-9.80E-07,717909.4253,1815.611471,1086133.56,1116.66923,272,YES,Waterloo_Young St and Danks St,141414.0065,-4.50E-03,2.80E+06,8.05E+05
273,155405.3193,-4.76E-05,712261.5601,3.92E-06,1046974.578,1116.669436,273,YES,Waterloo_Crown Square Shopping Plaza,128222.6297,-1.98E-01,5.48E-03,7.30E+05
274,327176.9363,-3.77E-05,836929.5922,1178.016337,1235154.688,681.8694667,274,YES,Waterloo_Elizabeth St and Allen St,151506.5397,-1.86E-01,1.95E+06,5.27E+05
275,241638.8063,-4.77E-05,790678.6186,830.8335719,1165050.361,1116.66923,275,YES,Waterloo_Elizabeth St and Powell St,86600.00796,-1.34E-01,7.84E+05,4.93E+05
276,89936.18254,-3.12E-06,666701.7247,7663.851409,1019031.751,1349.14547,276,YES,Hpm Industries,194544.9366,-1.97E-02,1.63E+07,1.34E+06
277,264170.8058,0,801619.9024,1815.611482,1179817.055,1563.148355,277,YES,Green Square_Merton St and Tilford St,96489.69622,0.00E+00,1.91E+06,7.69E+05
278,77731.7034,2.68E-06,658944.2091,3925.969615,1000907.385,1522.908052,278,YES,Grandstand Pl,143279.7074,1.25E-02,6.13E+06,1.11E+06
279,418131.7953,-6.79E-06,861999.4817,1625.323025,1285190.337,681.8694667,279,YES,Green Square_Town Centre,105880.0612,-2.34E-02,1.88E+06,3.68E+05
280,62849.98267,-1.72E-06,612531.9185,-1.30E-05,977324.7474,1522.907987,280,YES,Hutchison Wk,102145.1345,-5.71E-03,-1.45E-02,7.93E+05
281,140439.4526,1.12E-05,732244.7344,7663.851375,1079465.457,1507.154978,281,YES,Zetland_Epsom Rd and Joynton Ave,106939.5425,3.89E-02,8.93E+06,8.22E+05
282,48231.63153,-2.60E-06,582344.1257,4001.019073,946735.5853,2770.382869,282,YES,Link Rd,125553.8033,-1.06E-02,5.48E+06,1.77E+06
283,164759.8951,-4.67E-05,745106.8474,7663.851418,1106901.713,1353.770279,283,YES,Beaconsfield Industrial Area,175716.3453,-2.67E-01,1.47E+07,1.21E+06
284,170373.0402,-4.54E-05,736646.9522,13516.25612,1091090.842,1939.702966,284,YES,Southside Business Centre,172817.8292,-2.55E-01,2.55E+07,1.71E+06
285,106466.5851,4.12E-05,685853.3628,11589.82097,1056841.731,3744.005386,285,YES,Rosebery_Stedman St and Spring St,146419.5028,1.96E-01,1.85E+07,2.80E+06
286,39230.60469,4.91E-06,522856.0922,-4.14E-05,913939.8112,1854.654416,286,YES,Rosebury_Dalmeny Ave and Kimberley Grove,161852.7758,2.58E-02,-7.30E-02,1.53E+06
287,76483.9238,4.33E-06,641568.7532,14123.84844,1007924.905,4582.483372,287,YES,Rosebery_Hayes Rd and Dunning Ave,209569.7858,2.95E-02,3.23E+07,4.90E+06
288,50830.04846,2.73E-06,540806.3478,8650.454524,921142.3715,7405.851263,288,YES,Rosebery_Bannerman Cr and Asquith Ave,259611.9813,2.30E-02,2.45E+07,9.81E+06
289,53395.36063,-4.64E-06,512250.7009,24604.0392,917126.4277,12193.46478,289,YES,Rosebery_Gardiners Rd Public School,204666.7525,-3.09E-02,5.49E+07,1.27E+07
290,44091.15162,-4.94E-06,417972.8476,78783.64546,873996.9246,26167.76179,290,YES,Rosebery Cathedral,308888.1567,-4.96E-02,2.65E+08,4.12E+07
291,463595.0517,4.85E-05,879699.4991,1979.002746,1297894.122,930.65896,291,YES,Green Square_North,59231.17347,9.34E-02,1.28E+06,2.81E+05
292,281518.7987,4.69E-05,812657.8774,1815.611402,1186722.081,2104.134603,292,YES,Green Square_South,63952.7798,9.75E-02,1.27E+06,6.86E+05
300,25263.13872,-2.39E-06,389028.5244,-2.09E-05,916684.573,830.8335679,300,YES,Enmore_Perry St and Cowper St,287447.357,-2.23E-02,-6.55E-02,1.22E+06
301,20851.82179,2.93E-06,218796.4788,-1.06E-05,848887.5223,6940.38557,301,YES,Wilkins Primary School,387928.8279,3.69E-02,-4.48E-02,1.37E+07
302,14496.32708,4.70E-07,193203.0752,-2.21E-05,853545.0795,6940.385559,302,YES,Marrickville Park,360401.2072,5.51E-03,-8.68E-02,1.28E+07
303,16122.91254,-5.00E-06,451695.0152,1.19E-05,925275.9512,10017.14659,303,YES,Marrickville Metro,339404.4901,-5.52E-02,4.40E-02,1.73E+07
304,21193.46857,2.70E-07,510887.7776,-4.70E-05,986264.5687,7835.185124,304,YES,Marrickville High School,455644.5841,4.00E-03,-2.33E-01,1.82E+07
305,73922.60948,4.46E-06,706445.82,4.49E-05,1117832.651,7773.817725,305,YES,Sydney Steel,804519.2275,1.17E-01,3.94E-01,3.19E+07
306,20887.55254,-4.93E-06,419269.6586,-3.86E-05,950534.9268,7034.198717,306,YES,St Marouns College,266719.763,-4.27E-02,-1.12E-01,9.57E+06
307,30888.99394,2.87E-06,664353.3186,2403.939701,1100476.436,3395.385356,307,YES,Marrickville St Brigid Catholic Church,202922.4361,1.89E-02,5.32E+06,3.51E+06
308,19264.17484,3.97E-06,575756.9428,-3.63E-06,1033714.444,8535.455121,308,YES,Dulwich Hill_Ewart St and Osgood Ave,332045.9028,4.28E-02,-1.31E-02,1.45E+07
309,256002.701,-2.15E-05,851979.9912,6687.015944,1271252.421,610.6268211,309,YES,Sydenham Station_West,446654.5152,-3.12E-01,3.26E+07,1.39E+06
310,29906.87364,0,672761.1107,-1.54E-05,1113076.876,10823.98928,310,YES,Marrickville Station_South,324160.1024,0.00E+00,-5.44E-02,1.79E+07
311,7270.880442,4.70E-07,141792.0865,3.47E-05,851640.4564,3925.969582,311,YES,Marrickvile Golf Club,628718.3331,9.60E-03,2.38E-01,1.26E+07
312,14554.31749,0,401609.947,-2.33E-05,949336.6622,7964.701814,312,YES,Marrickville_Hampden Av and Day St,272911.1003,0.00E+00,-6.93E-02,1.11E+07
313,11895.20034,-2.68E-06,625074.6776,-9.03E-06,1058851.733,9240.248154,313,YES,Tempe Station_West,369403.1288,-3.22E-02,-3.64E-02,1.74E+07
314,30385.61311,-2.83E-06,648322.3453,2403.939658,1093958.384,3916.159342,314,YES,Marrickville Station_North,174219.3035,-1.60E-02,4.57E+06,3.48E+06
315,31507.61984,5.70E-07,652457.196,2403.939725,1098388.124,3395.385356,315,YES,Marrickville_McNeilly Park,149176.3433,2.76E-03,3.91E+06,2.58E+06
316,104723.3136,4.06E-05,638829.3262,-2.52E-05,1055416.792,6899.643752,316,YES,Stanmore_Northumberland Av and Great Western Hwy,298312.903,3.94E-01,-8.19E-02,1.05E+07
317,90548.71812,1.46E-06,700121.3427,-2.42E-05,1137407.82,6490.018215,317,YES,Petersham Station_North,499329.4776,2.37E-02,-1.32E-01,1.65E+07
318,47831.80019,-2.98E-06,651364.1966,4.98E-05,1101730.494,2510.263524,318,YES,Lewisham Station_North,234728.2467,-2.27E-02,1.27E-01,3.01E+06
319,218715.7907,3.79E-05,774388.0753,984.7778444,1217356.359,590.5577254,319,YES,Stanmore Station_North,381332.5507,4.70E-01,4.09E+06,1.15E+06
320,160509.5276,-3.91E-05,746860.3444,-4.61E-05,1199762.168,1235.430065,320,YES,Stanmore Station_South,403021.0013,-5.12E-01,-2.03E-01,2.54E+06
