num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area,30 Min Lin ,45 Min Lin,60 Min Lin
2374,4175.575998,5.00E-08,12918.43413,1.30E-06,93548.28125,2.60E-06,2374,YES,Panania_West,562586.7604,9.14E-04,7.97E-03,7.46E-03
2375,1759.969004,0,7651.645207,0,85065.56931,4.89E-06,2375,YES,Picnic Point,1177559.819,0.00E+00,0.00E+00,2.94E-02
2376,4510.588617,4.50E-07,15773.28888,4.43E-06,82818.72131,9.20E-07,2376,YES,Picnic Point High School,584805.3384,8.55E-03,2.82E-02,2.74E-03
2377,604.8943128,0,4647.293209,-2.50E-07,33594.87262,0,2377,YES,Picnic Point_Georges River National Park,2817525.684,0.00E+00,-7.68E-03,0.00E+00
2380,22392.29967,4.80E-07,48850.70591,3.23E-06,199381.3218,3.41E-05,2380,YES,Sir Joseph Banks High School,689692.9152,1.08E-02,2.43E-02,1.20E-01
2381,20785.13109,-2.50E-07,49733.36323,-1.18E-06,239648.4733,3.32E-05,2381,YES,Greenway Shopping Village,1289739.562,-1.05E-02,-1.66E-02,2.18E-01
2382,9717.059662,1.00E-07,66506.61934,-8.70E-07,584187.0734,-1.06E-05,2382,YES,Revesby_Wilberforce Rd and English St,431730.4852,1.40E-03,-4.09E-03,-2.33E-02
2383,17820.92806,1.93E-06,89266.98233,2.02E-06,748807.9835,2403.939708,2383,YES,Revesby Station_North,592185.6836,3.71E-02,1.30E-02,7.26E+06
2384,10252.66646,-2.70E-06,114755.8847,2.23E-05,843246.9497,-3.80E-05,2384,YES,Revesby Station_South,342254.236,-3.00E-02,8.32E-02,-6.63E-02
2385,6327.073548,2.00E-07,66511.06853,1.93E-06,608604.4116,4.43E-05,2385,YES,Padstow_Montgomery Av and Jamieson St,329150.8013,2.14E-03,6.92E-03,7.44E-02
2386,4390.785688,0,40049.55282,-3.47E-06,156986.2743,2.29E-05,2386,YES,Panania_East,340632.9673,0.00E+00,-1.29E-02,3.98E-02
2387,3156.698356,4.50E-07,33666.46849,1.13E-06,133808.4396,-3.63E-05,2387,YES,Revesby Heights,1068554.402,1.56E-02,1.32E-02,-1.98E-01
2390,16895.13941,-2.00E-06,99675.0163,-2.75E-06,655484.6208,-4.07E-05,2390,YES,Birrong Station,1193787.178,-7.76E-02,-3.58E-02,-2.48E-01
2391,13581.54289,-4.00E-06,47956.23555,5.60E-07,245420.8642,-4.13E-06,2391,YES,Yagoona_O'Neil Park,386306.0674,-5.02E-02,2.36E-03,-8.14E-03
2392,11071.88795,-2.13E-06,48284.27071,4.76E-06,189758.7976,5.65E-06,2392,YES,Yagoona West,458867.4173,-3.18E-02,2.38E-02,1.32E-02
2393,14572.43764,-4.63E-06,61310.22275,1.05E-06,224775.8399,4.05E-05,2393,YES,Yagoona,770061.0393,-1.16E-01,8.81E-03,1.59E-01
2394,17133.58605,0,56987.22254,-2.12E-06,226056.6309,-1.22E-05,2394,YES,Yagoona_Graf Park,703153.088,0.00E+00,-1.62E-02,-4.38E-02
2395,19540.90425,7.70E-07,92247.88907,-3.10E-07,412292.4943,-3.67E-05,2395,YES,Yagoona Station_East,498950.0893,1.25E-02,-1.69E-03,-9.34E-02
2396,12160.45806,-2.93E-06,32960.20821,-1.69E-06,151285.0707,-3.47E-05,2396,YES,Yagoona_Edgar St and Elizabeth Cr,332746.2156,-3.17E-02,-6.13E-03,-5.89E-02
2397,20905.06963,3.97E-06,113516.7182,-2.15E-05,592683.0421,-7.45E-07,2397,YES,Yagoona Station_West,373558.774,4.82E-02,-8.75E-02,-1.42E-03
2398,14482.52574,6.70E-07,28340.81374,-4.79E-06,131858.4663,-3.59E-05,2398,YES,Yagoona_Saltash St and Glassop St,831785.5978,1.81E-02,-4.34E-02,-1.52E-01
2500,11074.01543,-4.40E-06,81879.68511,2.20E-07,695204.609,4.39E-05,2500,YES,Belfield_Water St and Punchbowl Rd,543606.8116,-7.77E-02,1.30E-03,1.22E-01
2501,11118.91772,3.60E-06,74590.07578,-9.60E-07,722706.5992,6.32E-07,2501,YES,Belfield Plaza,1235967.785,1.45E-01,-1.29E-02,3.98E-03
2502,9532.205295,0,62639.07196,-1.96E-06,592986.0116,3.79E-05,2502,YES,Belmore Boys High School,589939.0504,0.00E+00,-1.26E-02,1.14E-01
2503,16529.33825,3.62E-06,113794.7803,-2.15E-05,873181.2288,-4.53E-05,2503,YES,Belmore Station_North,171134.86,2.01E-02,-4.01E-02,-3.95E-02
2504,18553.46716,1.32E-06,179474.571,-9.37E-06,983702.914,4649.435479,2504,YES,Belmore Station_South,300477.4816,1.29E-02,-3.07E-02,7.12E+06
2505,13364.96287,3.22E-06,89059.39291,2.75E-06,759028.5863,-4.52E-06,2505,YES,Belmore Sportsground,631868.267,6.61E-02,1.89E-02,-1.46E-02
2506,15267.03741,2.30E-06,50471.66622,1.04E-06,296511.2434,2.48E-05,2506,YES,Belmore South Primary School,706840.2503,5.28E-02,8.01E-03,8.94E-02
2507,13541.99609,-4.48E-06,100365.6896,4.10E-05,832306.1266,-3.75E-05,2507,YES,Belmore_All Saints Greek Orthodox Church,325642.3184,-4.74E-02,1.46E-01,-6.23E-02
2508,14692.40328,5.50E-07,283895.6957,-1.88E-05,1046873.117,0,2508,YES,Campsie_Anzac Square,321373.6868,5.74E-03,-6.59E-02,0.00E+00
2509,16167.14156,4.50E-06,99752.43981,-1.16E-06,930540.8497,-4.45E-05,2509,YES,Campsie_Seventh Av and Fifth Av,418074.4503,6.11E-02,-5.29E-03,-9.49E-02
2510,9906.183639,-3.50E-07,105697.3042,3.80E-05,922266.5733,-1.57E-05,2510,YES,Campsie_Brighton Av and Moore St,574747.253,-6.54E-03,2.38E-01,-4.60E-02
2511,50772.23191,4.94E-06,613369.5308,-3.81E-05,1194168.173,7405.369522,2511,YES,Campsie_Beamish St and Ninth Av,213334.9317,3.43E-02,-8.86E-02,8.06E+06
2512,9873.832063,0,77392.16687,-4.56E-06,812920.5826,2.07E-05,2512,YES,Harcourt Primary School,358676.3136,0.00E+00,-1.78E-02,3.79E-02
2513,10561.35641,-3.74E-06,83192.43899,8.40E-07,817784.6303,0,2513,YES,Canterbury_Wonga St and Wairoa St,426547.4038,-5.18E-02,3.91E-03,0.00E+00
2514,15752.58568,4.00E-06,97908.95889,-4.26E-06,904122.2786,-9.38E-06,2514,YES,Canterbury Memorial Hospital,311357.4924,4.05E-02,-1.45E-02,-1.49E-02
2515,24805.87732,1.98E-06,403914.9851,4.03E-05,1102505.292,6687.015986,2515,YES,Campsie,155671.9447,1.00E-02,6.84E-02,5.31E+06
2516,9856.527624,3.00E-07,70043.89592,6.10E-07,683553.2572,2.11E-05,2516,YES,Canterbury,560726.9803,5.47E-03,3.73E-03,6.03E-02
2517,14202.02465,-4.70E-06,78482.63729,-4.56E-06,698631.9883,-1.60E-05,2517,YES,Campsie Industrial Area,408437.6441,-6.24E-02,-2.03E-02,-3.33E-02
2518,10786.76114,-2.60E-06,70270.96357,4.40E-07,519274.2417,3.90E-05,2518,YES,Clemton Park_Yatama Park,500065.1156,-4.23E-02,2.40E-03,9.95E-02
2519,4747.822187,9.00E-08,49270.86335,8.40E-07,709075.1623,0,2519,YES,Earlwood_ Ann St and Karrol Av,507979.5001,1.49E-03,4.65E-03,0.00E+00
2520,16739.97396,9.20E-07,93607.95896,1.91E-06,833337.517,1.65E-05,2520,YES,Earlwood_Turrella Reserve,1008412.683,3.02E-02,2.10E-02,8.49E-02
2521,3194.533728,3.50E-07,37846.50325,9.20E-07,658738.5624,-2.79E-05,2521,YES,Earlwood_Wardell Rd and Permanent Av,982372.3783,1.12E-02,9.85E-03,-1.40E-01
2522,8756.652605,0,64395.10478,3.32E-06,562069.1556,-3.28E-05,2522,YES,Earlwood_Woolcott St and Fuller Av,677305.8084,0.00E+00,2.45E-02,-1.13E-01
2523,3312.76678,-4.80E-07,398733.0529,2.53E-05,931812.693,9332.966439,2523,YES,Waterworth Park,634605.4759,-9.90E-03,1.75E-01,3.02E+07
2524,5384.424511,-2.00E-07,132290.784,-1.49E-05,834132.7268,3925.96962,2524,YES,Earlwood,1131434.485,-7.35E-03,-1.84E-01,2.27E+07
2525,7148.181239,0,100899.8956,1.72E-05,692557.8313,1.16E-05,2525,YES,Earlwood_Homer St and Malley Av,638096.4325,0.00E+00,1.20E-01,3.77E-02
2526,11670.53166,0,61100.5327,4.30E-07,444762.8817,-2.65E-05,2526,YES,Kingsgrove_Homer St and Bexley Rd,992073.1456,0.00E+00,4.65E-03,-1.34E-01
2527,7305.447094,1.00E-07,28729.61529,5.20E-07,157449.2673,8.29E-06,2527,YES,Kingsgrove Industrial Area,1221367.045,3.97E-03,6.92E-03,5.16E-02
2528,7699.652188,-1.00E-07,56205.16524,-3.90E-06,454760.2617,1.30E-05,2528,YES,Kingsgrove Station_North,394006.5579,-1.28E-03,-1.67E-02,2.61E-02
2529,12855.15619,1.20E-06,98088.94559,-3.16E-06,830276.2704,-1.66E-05,2529,YES,Campsie_Elizabeth Ln and Perry Ln,191723.987,7.48E-03,-6.60E-03,-1.62E-02
2530,10881.01316,-9.40E-07,77003.99127,-3.55E-06,801878.2875,2403.939675,2530,YES,Cantebury_Fore St and High St,328814.5699,-1.00E-02,-1.27E-02,4.03E+06
2531,7358.544526,1.20E-07,69165.28884,3.75E-06,573515.4147,4.73E-05,2531,YES,Lakemba_Yerrick Rd and Yangoora Rd,514307.1886,2.01E-03,2.10E-02,1.24E-01
2532,6763.212985,0,57342.01117,4.80E-07,484864.9377,1.33E-05,2532,YES,Lakemba_Colin St and Punchbowl Rd,413695.713,0.00E+00,2.16E-03,2.81E-02
2533,23562.11613,-2.80E-07,152744.8476,2.74E-05,963188.6065,3925.969603,2533,YES,Lakemba_Jubilee Res,294002.0724,-2.68E-03,8.78E-02,5.89E+06
2534,13082.04694,-1.08E-06,57468.60222,-3.34E-06,553483.2233,-2.90E-05,2534,YES,Wiley Park Station_North,365426.9167,-1.28E-02,-1.33E-02,-5.40E-02
2535,22150.09114,0,134670.5053,-2.88E-05,913767.1444,2.48E-05,2535,YES,Lakemba Station_South,255668.9168,0.00E+00,-8.03E-02,3.23E-02
2536,10482.32997,3.72E-06,61247.52343,2.05E-06,597138.7504,-4.97E-06,2536,YES,Lakemba,446413.8299,5.40E-02,9.98E-03,-1.13E-02
2537,10541.38975,-4.78E-06,65434.14007,0,642830.5345,1.41E-05,2537,YES,Lakemba_Sproule St and Myee St,259014.3846,-4.02E-02,0.00E+00,1.86E-02
2538,17717.06415,-3.78E-06,71094.63671,2.56E-06,674898.617,2.35E-05,2538,YES,Wiley Park Station_South,296557.5542,-3.64E-02,8.28E-03,3.55E-02
2539,18074.5976,-3.38E-06,69999.62862,4.56E-06,639155.7799,-2.90E-05,2539,YES,Wiley Park_Hillard St and Lakemba St,179031.6731,-1.97E-02,8.90E-03,-2.65E-02
2540,8536.500665,2.20E-07,60615.52455,1.66E-06,456695.661,3.46E-05,2540,YES,Wiley Park,219817.1293,1.57E-03,3.98E-03,3.88E-02
2541,9243.711432,4.00E-07,47131.46839,-3.26E-06,252122.6928,-4.21E-05,2541,YES,Punchbowl Boys High School,364546.8007,4.74E-03,-1.30E-02,-7.83E-02
2542,13932.53816,8.90E-07,65045.94972,-5.60E-07,258009.1476,1.46E-05,2542,YES,Punchbowl_Scott St and South Tce,487783.7775,1.41E-02,-2.98E-03,3.63E-02
2543,24823.39363,-2.90E-07,109142.3375,-1.77E-06,812017.7378,1.82E-05,2543,YES,Punchbowl Station,326257.8914,-3.07E-03,-6.29E-03,3.03E-02
2544,26906.37146,-1.28E-06,85374.87111,4.46E-06,254354.8931,9.88E-06,2544,YES,Punchbowl_James St and Lancaster Av,436663.869,-1.82E-02,2.12E-02,2.20E-02
2545,18377.9591,-3.61E-06,72599.06715,-1.11E-06,293182.3221,-3.90E-05,2545,YES,Punchbowl Primary School,540666.7753,-6.34E-02,-6.54E-03,-1.08E-01
2546,6579.012246,-1.00E-08,47460.1835,-2.36E-06,156367.8259,-3.05E-05,2546,YES,George Cayley Reserve,491675.9738,-1.60E-04,-1.26E-02,-7.65E-02
2547,10741.59464,1.19E-06,46527.85682,-1.98E-06,156158.9547,2.12E-05,2547,YES,Punchbowl Industrial Complex,290622.4475,1.12E-02,-6.27E-03,3.14E-02
2548,7992.01348,-1.10E-07,54154.77698,-1.61E-06,207540.1463,1.94E-05,2548,YES,Whitmarsh Park,709482.295,-2.54E-03,-1.25E-02,7.02E-02
2549,5753.497039,3.90E-07,33534.73856,-2.49E-06,116890.0617,5.48E-06,2549,YES,Industrial Area,856376.1298,1.09E-02,-2.32E-02,2.39E-02
2550,7974.562324,2.00E-08,52731.38694,-2.97E-06,272646.6393,1.10E-07,2550,YES,Wiley Park_Hillcrest St and Beuauchamp St,329778.2192,2.14E-04,-1.07E-02,1.85E-04
2551,16938.84179,-4.38E-06,76557.62837,-2.67E-06,586562.067,-2.25E-05,2551,YES,St Charbels College,470026.7405,-6.69E-02,-1.37E-02,-5.39E-02
2552,6406.875217,-3.00E-08,41305.72223,3.12E-06,130901.3028,4.04E-05,2552,YES,Roselands_Council Works Depot and Training Centre,591058.2185,-5.76E-04,2.01E-02,1.22E-01
2553,9801.797915,4.70E-07,55669.41107,4.42E-06,160042.8824,1.03E-05,2553,YES,Roselands_Ludgate St and Albion St,947428.4476,1.45E-02,4.56E-02,4.98E-02
2554,12149.29555,1.72E-06,87572.90936,-2.87E-06,355594.3485,4.66E-05,2554,YES,Roselands,764902.4946,4.28E-02,-2.39E-02,1.82E-01
2555,8822.446477,1.00E-07,37952.5858,-4.08E-06,162952.5555,-3.37E-05,2555,YES,Canterbury Golf Course,493584.5132,1.60E-03,-2.20E-02,-8.48E-02
2556,6895.324059,1.00E-07,64676.35401,-2.49E-06,223189.2374,4.74E-05,2556,YES,Roselands_Karne St and Shorter Av,842055.6794,2.74E-03,-2.29E-02,2.04E-01
2557,10319.98539,4.10E-07,61582.2171,0,384662.8057,3.80E-05,2557,YES,Punchbowl_Warren Parade,261327.9138,3.48E-03,0.00E+00,5.06E-02
2600,14192.98927,0,51701.86314,4.94E-06,421192.1977,-1.32E-05,2600,YES,Hurstville_Emily St and Barnards Av,617264.4136,0.00E+00,3.32E-02,-4.16E-02
2601,14699.03386,3.20E-06,83718.27586,2.97E-06,722865.955,3.35E-05,2601,YES,Beverly Hills Primary School,442952.5596,4.61E-02,1.43E-02,7.57E-02
2602,15553.9167,5.00E-07,58956.53771,2.14E-06,614841.9629,-4.84E-05,2602,YES,Hurstville,673893.9335,1.10E-02,1.57E-02,-1.66E-01
2603,16968.77527,3.00E-07,121118.5982,-2.57E-05,809058.1399,6940.385517,2603,YES,Hurstville Community Hospital,613794.8007,5.98E-03,-1.72E-01,2.17E+07
2604,28860.7623,2.21E-06,373034.7997,-2.58E-05,979885.3046,8282.491741,2604,YES,Hurstville_Forest Rd and Gloucester Rd,239541.7647,1.72E-02,-6.74E-02,1.01E+07
2605,33247.21537,1.81E-06,154556.0312,1.39E-05,840665.1914,1815.611427,2605,YES,Allawah Station_North,360256.0568,2.12E-02,5.46E-02,3.34E+06
2606,32276.70534,2.81E-06,461844.4847,-4.93E-06,1011263.658,8051.803843,2606,YES,Westfield_Hurstville,186277.8256,1.70E-02,-1.00E-02,7.65E+06
2607,15424.37766,0,63214.76535,-4.56E-06,683082.1104,1.51E-05,2607,YES,Hurstville Public School,344820.2833,0.00E+00,-1.71E-02,2.66E-02
2608,30223.91717,0,400220.6068,5.00E-05,983047.7692,7835.185113,2608,YES,Hurstville_Cross St and The Avenue,155231.0555,0.00E+00,8.46E-02,6.20E+06
2609,8840.238113,0,57115.29411,-4.55E-06,601949.519,2403.939731,2609,YES,Penshurst_Penshurst St and Nicholson St,746274.7279,0.00E+00,-3.70E-02,9.15E+06
2610,17268.46023,-4.20E-06,72136.36048,1.00E-06,748139.4068,1.59E-05,2610,YES,Penshurst_Penshurst St and Clarence St,527269.948,-7.20E-02,5.75E-03,4.28E-02
2611,10002.34866,0,38730.42698,7.40E-07,218933.1055,-7.14E-06,2611,YES,Penshurst West Public School,260778.4017,0.00E+00,2.10E-03,-9.50E-03
2612,23367.16693,-2.80E-06,256296.2453,-1.41E-05,937820.6018,7517.39523,2612,YES,Penshurst Station_North,395381.5944,-3.60E-02,-6.08E-02,1.52E+07
2613,20821.61035,0,67682.71165,1.61E-06,754201.0992,3925.969547,2613,YES,Mortdale,597487.1684,0.00E+00,1.05E-02,1.20E+07
2614,22715.50642,0,320494.9179,1.14E-05,962087.6055,9133.409189,2614,YES,Mortdale Station_West,357808.5553,0.00E+00,4.45E-02,1.67E+07
2615,2344.755445,4.00E-07,13945.72201,-4.50E-06,59143.44415,-3.09E-06,2615,YES,Hurstville Golf Course,1013287.375,1.32E-02,-4.97E-02,-1.60E-02
2616,6189.656825,-9.00E-08,58019.43169,-4.80E-07,650085.2705,4.41E-06,2616,YES,Oatley Station_West,794061.3752,-2.32E-03,-4.15E-03,1.79E-02
2617,1925.505297,3.00E-07,16954.25332,-9.90E-07,114668.2351,-1.86E-05,2617,YES,Oatley Park,1412590.927,1.38E-02,-1.52E-02,-1.34E-01
2620,7187.115095,-2.00E-07,57800.22298,-3.44E-06,417801.0589,4.99E-05,2620,YES,Beverly Hills Station_North,788135.3457,-5.12E-03,-2.96E-02,2.01E-01
2621,16627.08663,4.09E-06,125800.4974,4.16E-05,722388.4839,-4.22E-05,2621,YES,Narwee Station,735944.7996,9.78E-02,3.34E-01,-1.58E-01
2622,14405.83621,-4.00E-06,71600.67515,-4.68E-06,626952.9775,-2.83E-05,2622,YES,Beverly Hills Station_South,420615.0011,-5.47E-02,-2.15E-02,-6.07E-02
2623,8345.211457,1.00E-07,76699.85308,2.14E-06,651628.108,-4.32E-05,2623,YES,Beverley Hills Girls High School,639485.0045,2.08E-03,1.49E-02,-1.41E-01
2624,4634.533561,2.00E-07,42326.70934,-1.46E-06,311694.7532,-4.41E-05,2624,YES,Narwee High School,801523.0153,5.21E-03,-1.28E-02,-1.80E-01
2627,17324.86888,-1.00E-06,305427.3844,1.38E-05,947794.1604,9133.409233,2627,YES,Penshurst Station_South,468857.4852,-1.52E-02,7.05E-02,2.18E+07
2628,14772.7618,0,65434.05214,-2.18E-06,707657.9979,2.34E-06,2628,YES,Hurstville Grove North,588646.5308,0.00E+00,-1.40E-02,7.02E-03
2629,20334.49109,3.90E-06,160714.7092,-3.06E-05,880748.2015,830.8335725,2629,YES,Mortdale Station_East,633929.8492,8.04E-02,-2.11E-01,2.69E+06
2630,10046.06794,2.20E-06,35789.76659,-2.58E-06,502287.279,-3.49E-05,2630,YES,Hurstville Grove,784617.0424,5.61E-02,-2.21E-02,-1.40E-01
2631,15889.7543,0,109990.9962,3.96E-05,743836.8945,3.53E-05,2631,YES,Oatley Station_East,610655.0197,0.00E+00,2.64E-01,1.10E-01
2632,955.03515,0,6031.539539,-2.90E-07,59026.26226,-1.38E-06,2632,YES,Oatley_Rosa St and Herbert St,861874.3296,0.00E+00,-2.72E-03,-6.07E-03
2633,1479.231346,-4.90E-07,11830.37215,-8.90E-07,75236.145,2.82E-06,2633,YES,Oatley_Simpson Res,398878.4944,-6.35E-03,-3.87E-03,5.74E-03
2636,15999.22402,3.90E-07,72141.1574,3.54E-06,534515.2377,2.71E-05,2636,YES,Peakhurst,540167.4546,6.85E-03,2.08E-02,7.47E-02
2637,4858.567262,0,43429.68878,-2.09E-06,203593.9339,-7.80E-06,2637,YES,Peakhurst_Belmore Rd and Richards Av,951276.1471,0.00E+00,-2.17E-02,-3.78E-02
2638,11230.07372,-4.00E-07,43427.75016,3.40E-07,276552.3717,2.36E-05,2638,YES,Peakhurst West Primary School,294367.7424,-3.83E-03,1.09E-03,3.54E-02
2639,8711.740979,-3.00E-07,42192.02378,4.19E-06,172236.7439,-3.75E-05,2639,YES,Hurstville Council Depot,771639.4591,-7.52E-03,3.52E-02,-1.48E-01
2640,5783.4597,2.00E-07,45711.29741,-9.00E-08,147273.2013,-2.57E-05,2640,YES,Peakhurst Village Shopping Centre,1314465.357,8.54E-03,-1.29E-03,-1.72E-01
2641,4465.204433,2.00E-07,25539.82456,4.19E-06,85964.60742,2.86E-06,2641,YES,Peakhurst Heights,871271.9671,5.66E-03,3.98E-02,1.27E-02
2642,2072.162447,2.00E-07,22762.8405,-2.01E-06,87046.77723,3.77E-06,2642,YES,Lugarno,943156.8483,6.13E-03,-2.07E-02,1.81E-02
2643,1444.037822,-5.00E-07,21344.54229,1.09E-06,79502.37035,1.61E-06,2643,YES,Lugarno Primary School,1730984.266,-2.81E-02,2.06E-02,1.42E-02
2646,4956.424938,-3.10E-07,45529.83649,-4.10E-07,205102.2361,-2.62E-05,2646,YES,Riverwood_Salt Pan Ck Res,764965.407,-7.71E-03,-3.42E-03,-1.02E-01
2647,8930.063881,-3.10E-07,60750.29818,-3.10E-07,273979.9961,5.40E-06,2647,YES,Riverwood_Lance Hutchinson Oval,662155.7553,-6.67E-03,-2.24E-03,1.82E-02
2648,10606.85801,-1.31E-06,92755.86925,4.31E-06,651021.3563,1.50E-05,2648,YES,Riverwood Station,652473.6722,-2.78E-02,3.07E-02,4.99E-02
2649,17965.79053,-2.71E-06,98489.6956,-2.85E-06,688158.5763,2403.939735,2649,YES,Riverwood Station East,688289.9718,-6.06E-02,-2.14E-02,8.44E+06
2652,32126.06567,-5.90E-07,573840.0723,8.13E-06,1076702.391,9052.771577,2652,YES,Hurstville_Hillcrest Ave and Mabel St,408562.8429,-7.83E-03,3.62E-02,1.89E+07
2653,29148.54352,-9.90E-07,446086.0797,-3.58E-05,1000574.583,8051.804203,2653,YES,Hurstville_Empress Res,300586.3162,-9.67E-03,-1.17E-01,1.23E+07
2654,15872.29919,4.01E-06,107329.6552,2.57E-05,755375.7458,6940.385493,2654,YES,South Hurstville_Woniora Rd and Connells Point Rd,569185.3822,7.42E-02,1.59E-01,2.01E+07
2655,4148.272206,1.00E-08,35214.75655,-3.09E-06,367468.7038,-3.04E-05,2655,YES,South Hurstville,992405.9209,3.23E-04,-3.34E-02,-1.54E-01
2656,6972.606775,0,51182.24399,-3.89E-06,484597.3068,-4.11E-05,2656,YES,Blakehurst High School,414715.193,0.00E+00,-1.76E-02,-8.69E-02
2657,6076.516543,3.00E-07,36676.4456,-1.69E-06,321728.0782,-2.29E-05,2657,YES,Legacy House Blakehurst,610009.0046,5.95E-03,-1.12E-02,-7.12E-02
2658,2548.618507,2.00E-07,36295.74264,1.51E-06,83513.48176,2.54E-06,2658,YES,Carss Park Lookout,796086.8724,5.17E-03,1.31E-02,1.03E-02
2659,1912.127984,1.00E-07,13712.87351,0,55543.96743,-1.58E-06,2659,YES,Connells Point,1037947.68,3.37E-03,0.00E+00,-8.36E-03
2660,3014.102419,0,23400.09259,2.31E-06,144472.593,-3.77E-05,2660,YES,Bald Face Point Lookout Blakehurst,1109646.854,0.00E+00,2.79E-02,-2.13E-01
2699,64730.12628,2.20E-06,707072.8349,6940.38554,1168832.662,2069.86877,2699,YES,Wolli Creek_Guess Ave and Arncliffe St,155994.8227,1.12E-02,1.18E+07,1.65E+06
2700,29707.4864,2.80E-06,653290.2888,3925.969557,1122352.827,2451.499984,2700,YES,Wolli Creek Station North,160402.1863,1.46E-02,6.86E+06,2.01E+06
2701,22674.3257,2.30E-06,523671.4532,4.92E-05,985686.4872,3425.960538,2701,YES,Turrella Station,514747.9259,3.85E-02,2.76E-01,8.99E+06
2702,425740.0002,-5.95E-06,941538.0711,3425.960595,1411547.01,1943.849359,2702,YES,Wolli Creek Station,105987.2352,-2.05E-02,3.96E+06,1.05E+06
2703,8388.553547,7.00E-08,306527.6809,-3.77E-05,918165.398,830.8335466,2703,YES,Turrella_Coolibah Res,405370.5648,9.22E-04,-1.67E-01,1.72E+06
2704,25825.07764,-3.01E-06,636907.7656,-1.80E-05,1083670.64,6773.330739,2704,YES,Wolli Creek_Cahill Park,202431.3927,-1.98E-02,-3.97E-02,6.99E+06
2705,29013.26575,1.30E-06,636430.744,0,1061271.909,9754.208363,2705,YES,Arncliffe_Wollongong Rd and Kelsey St,301450.7601,1.27E-02,0.00E+00,1.50E+07
2706,5434.367243,0,159419.9049,-9.15E-06,828437.9855,6687.016003,2706,YES,Arncliffe_Arncliffe Park,164465.226,0.00E+00,-1.64E-02,5.61E+06
2707,21956.94509,-3.37E-06,604971.4551,2.89E-05,1031576.595,11139.81473,2707,YES,Arncliffe Station,305454.0629,-3.35E-02,9.62E-02,1.74E+07
2708,1204.829164,4.90E-07,33136.31797,5.90E-07,615323.8097,0,2708,YES,Kogarah Golf Club,457569.3258,7.29E-03,2.94E-03,0.00E+00
2709,3819.199672,0,27562.90982,-4.30E-06,477632.1659,-1.80E-05,2709,YES,Bardwell Valley Golf Club,471797.2401,0.00E+00,-2.21E-02,-4.33E-02
2710,3940.216262,-3.00E-07,60383.74196,-1.90E-06,641424.5923,3.48E-05,2710,YES,Bardwell Valley,314649.0148,-3.07E-03,-6.52E-03,5.58E-02
2711,12224.38729,2.60E-06,200200.201,3.44E-05,839296.0333,6687.015962,2711,YES,Arncliffe_Farrar St,248891.3844,2.10E-02,9.33E-02,8.49E+06
2712,17029.88093,4.40E-06,442708.9762,2.42E-05,937190.6859,9805.860711,2712,YES,Banksia Station_West,245824.8933,3.52E-02,6.48E-02,1.23E+07
2713,12380.48779,0,106681.1353,-4.50E-06,762532.4669,6940.38551,2713,YES,Barton Park Driving Range,929241.4837,0.00E+00,-4.56E-02,3.29E+07
2716,6936.658171,4.00E-07,75218.63688,0,647476.4118,-4.13E-05,2716,YES,Bardwell Valley Golf Club_South,376793.0079,4.90E-03,0.00E+00,-7.94E-02
2717,4989.078855,-2.00E-07,56616.0242,9.00E-07,539322.6285,-1.58E-05,2717,YES,Dolls Hospital Bexley,568019.9448,-3.69E-03,5.57E-03,-4.58E-02
2718,20193.95796,0,62690.95874,1.41E-06,490734.4877,4.98E-05,2718,YES,J. Downeys Cottage Bexley,661505.1828,0.00E+00,1.02E-02,1.68E-01
2719,13285.99884,0,80649.98545,-4.90E-07,709040.3244,-3.91E-05,2719,YES,Bexley,407460.6651,0.00E+00,-2.18E-03,-8.13E-02
2720,15504.89195,0,62562.44628,-4.29E-06,578597.9181,2403.939655,2720,YES,Kingsgrove Park,970138.4959,0.00E+00,-4.54E-02,1.19E+07
2721,11026.39481,-1.00E-06,44937.0547,4.71E-06,315997.6819,3.98E-05,2721,YES,Bexley_Glenfarne St and Shirley St,392666.5296,-1.28E-02,2.02E-02,7.97E-02
2722,18800.20293,-2.00E-06,57088.19023,3.61E-06,636172.2186,-4.82E-05,2722,YES,Bexley Marist Brothers High School,465671.3925,-3.03E-02,1.83E-02,-1.14E-01
2723,36084.58363,-4.89E-06,369149.9963,3.77E-05,946962.7421,10587.89992,2723,YES,Kogarah Station_West,388225.786,-6.17E-02,1.60E-01,2.10E+07
2724,23823.4658,4.30E-06,57512.71312,1.61E-06,631732.5425,-9.07E-06,2724,YES,Bexley_Verdun St and Washington St,567994.382,7.94E-02,9.97E-03,-2.63E-02
2725,32112.01443,-3.90E-07,367702.7666,-2.43E-05,937441.3556,10587.89987,2725,YES,Carlton Station_North,470213.9319,-5.96E-03,-1.25E-01,2.54E+07
2728,7561.392618,1.70E-07,261968.161,0,916635.021,5856.182448,2728,YES,Bardwell Park Station,746913.7946,4.13E-03,0.00E+00,2.23E+07
2729,18597.07276,8.00E-07,340240.6959,1.77E-05,979750.3994,830.8335539,2729,YES,Bexley North Station,571960.6872,1.49E-02,1.10E-01,2.42E+06
